,age,gender,paid_contribution_1,paid_contribution_2,paid_contribution_3,paid_contribution_4,paid_contribution_5,is_spouse,is_absent,capital_resources,patient_type,distance_to_hospital,eligible,noise_1,noise_2,noise_3,noise_4,noise_5,noise_6,noise_7,noise_8,noise_9,noise_10,noise_11,noise_12,noise_13,noise_14,noise_15,noise_16,noise_17,noise_18,noise_19,noise_20,noise_21,noise_22,noise_23,noise_24,noise_25,noise_26,noise_27,noise_28,noise_29,noise_30,noise_31,noise_32,noise_33,noise_34,noise_35,noise_36,noise_37,noise_38,noise_39,noise_40,noise_41,noise_42,noise_43,noise_44,noise_45,noise_46,noise_47,noise_48,noise_49,noise_50,noise_51,noise_52
1423,75,f,yes,yes,yes,yes,no,True,True,140,out,87,False,50,65,17,66,98,74,37,92,52,46,62,42,32,70,65,51,63,78,16,4,30,88,18,18,20,11,21,83,58,26,93,89,8,57,25,91,82,29,4,19,33,66,0,6,81,27,35,13,39,58,56,99
1424,97,m,yes,yes,yes,yes,yes,True,False,5715,in,39,False,52,27,57,75,15,11,7,81,44,19,24,36,93,16,15,29,62,3,24,60,77,53,26,95,93,78,15,60,3,83,81,42,90,20,98,73,51,34,11,93,36,100,13,47,39,4,62,72,3,37,60,89
1425,91,m,yes,yes,yes,yes,yes,True,False,2173,in,98,False,59,3,69,67,67,22,14,94,54,70,78,51,89,83,83,60,82,83,80,48,4,35,20,28,91,22,93,61,2,53,38,39,21,86,34,35,7,62,0,58,43,74,15,72,91,56,68,72,42,81,15,16
1426,55,f,yes,yes,yes,yes,no,True,False,2768,in,38,False,47,63,14,26,13,52,77,10,88,11,87,95,0,13,75,91,87,42,41,66,52,48,47,26,52,46,79,100,9,22,62,73,37,44,49,50,62,91,33,16,24,17,9,69,52,81,7,28,95,6,91,87
1427,80,f,no,yes,yes,no,yes,True,False,1326,out,98,False,59,23,30,79,44,6,27,42,17,78,42,76,68,93,28,23,18,39,32,70,61,60,96,75,96,18,69,13,87,16,32,47,55,67,33,53,89,14,26,60,2,50,69,20,46,92,4,97,2,61,27,14
1428,63,f,yes,yes,yes,yes,yes,False,False,97,in,28,False,69,16,76,30,55,12,67,86,45,85,99,31,60,85,0,69,2,39,51,95,37,89,67,9,98,23,53,14,86,77,74,75,84,65,91,34,93,72,34,50,72,61,5,68,96,69,56,85,49,11,95,100
1429,87,m,yes,yes,yes,no,yes,True,True,2122,out,68,False,75,35,46,20,100,52,16,7,38,7,74,90,100,99,82,81,19,74,40,93,85,95,69,40,94,65,10,40,93,66,51,39,57,41,52,85,52,22,34,42,17,98,52,16,9,0,61,84,66,36,48,99
1430,94,m,yes,yes,no,yes,yes,True,False,4374,out,68,False,9,4,11,88,58,66,21,39,20,47,5,97,98,41,40,100,57,10,62,73,80,90,70,100,61,33,69,50,86,10,10,59,82,28,87,44,14,41,0,99,72,97,14,49,48,16,48,82,8,0,45,9
1431,77,f,yes,yes,yes,yes,yes,True,False,1105,out,1,False,36,9,92,81,45,39,6,90,81,53,65,66,7,95,83,21,44,31,40,50,15,3,93,80,100,49,0,24,20,16,70,33,65,62,92,26,63,16,83,36,6,44,51,96,57,9,18,94,48,43,98,49
1432,13,m,yes,yes,yes,yes,yes,True,False,1863,in,17,False,76,34,34,0,91,27,62,72,6,59,89,83,54,51,0,79,82,24,75,57,30,100,78,84,96,60,84,55,38,82,54,98,28,22,44,16,6,60,51,12,90,76,75,64,82,11,100,88,100,79,39,20
1433,74,m,no,no,no,no,no,True,False,2550,out,80,False,53,31,58,76,18,99,34,53,54,65,88,86,81,77,54,22,75,32,80,44,54,31,22,47,3,33,67,75,80,27,83,52,28,60,61,99,38,93,21,90,43,34,21,2,76,18,24,90,95,74,49,81
1434,91,m,yes,yes,yes,no,yes,False,False,752,in,19,False,96,19,94,95,87,91,60,57,19,38,44,2,39,10,1,14,99,40,19,99,32,26,95,45,12,7,7,24,20,16,82,4,97,27,96,31,2,43,97,47,78,28,1,2,44,45,47,46,65,94,93,72
1435,99,f,yes,yes,yes,yes,yes,True,True,2528,in,40,False,83,84,45,76,73,22,73,16,68,26,97,3,93,64,49,26,76,13,82,9,73,11,31,6,16,56,63,58,50,11,34,48,58,44,46,62,99,80,14,20,87,49,95,20,57,41,26,85,20,20,70,96
1436,72,m,yes,yes,no,yes,yes,True,False,7149,out,84,False,0,31,21,6,40,81,39,7,80,37,69,39,96,56,54,97,6,59,21,15,27,64,57,41,92,37,99,33,43,72,28,29,14,3,15,91,0,91,10,74,1,78,94,90,10,19,16,68,61,75,19,78
1437,95,m,yes,yes,yes,yes,yes,True,False,2428,out,30,False,60,78,18,61,55,41,53,37,76,5,94,26,15,3,63,38,67,47,91,76,6,78,12,50,24,44,4,69,20,35,20,81,14,36,75,4,30,75,49,12,70,44,90,94,27,63,29,30,62,34,96,36
1438,39,f,yes,yes,yes,yes,yes,True,False,2741,in,48,False,45,75,91,12,49,61,27,14,8,9,6,84,2,24,76,74,7,82,41,19,89,94,11,39,73,87,67,1,31,61,10,63,67,24,62,19,43,40,100,86,63,66,47,24,80,62,17,65,40,49,10,77
1439,80,m,no,no,no,no,no,True,False,1600,in,41,False,10,0,47,65,53,17,27,33,68,20,76,22,95,67,70,62,7,15,30,59,56,52,92,79,5,72,96,72,75,83,61,45,59,93,98,1,22,12,32,69,6,99,99,97,23,2,77,10,22,10,14,73
1440,74,m,yes,yes,yes,yes,yes,False,False,1038,out,77,False,68,19,31,90,40,87,88,16,1,46,46,32,23,93,47,74,53,73,4,13,27,8,69,1,59,98,63,24,59,12,66,19,12,20,46,2,60,32,85,25,1,26,3,83,63,85,17,40,5,26,58,53
1441,84,m,yes,yes,yes,yes,yes,True,True,1752,out,80,False,19,89,80,28,76,93,28,46,10,8,18,90,55,26,89,87,23,11,47,95,69,91,28,32,28,66,76,59,81,93,100,95,1,99,30,66,11,90,9,81,70,62,57,61,7,75,27,30,16,49,9,54
1442,97,m,yes,yes,yes,yes,yes,True,False,9649,in,45,False,85,77,84,10,37,11,47,6,80,84,100,44,62,44,40,60,16,97,95,93,66,68,27,86,64,19,30,65,72,31,27,0,35,32,31,32,92,57,83,66,13,56,65,1,79,75,68,14,1,93,21,99
1443,69,m,yes,yes,yes,yes,yes,True,False,770,in,89,False,29,43,11,95,24,9,50,35,2,9,81,49,100,83,69,7,79,79,90,31,56,98,63,10,77,6,68,86,22,45,56,51,87,37,52,76,87,0,85,83,89,86,31,71,30,7,90,59,75,89,55,93
1444,49,m,yes,yes,yes,yes,yes,True,False,1860,in,11,False,68,30,60,44,62,22,23,94,51,10,53,5,24,4,78,62,57,88,37,39,77,96,4,53,16,26,98,3,43,7,54,5,73,19,89,93,68,91,71,43,30,46,72,100,11,87,45,71,46,44,24,68
1445,69,m,no,no,no,no,no,True,False,1214,out,54,False,9,91,62,86,87,29,50,6,3,86,3,97,78,50,37,47,65,33,96,82,5,13,48,30,84,82,16,73,93,0,77,84,6,94,83,17,97,88,75,94,68,95,4,12,45,49,84,13,87,22,68,24
1446,71,f,yes,yes,yes,yes,yes,False,False,891,out,78,False,4,87,12,51,60,92,25,93,67,45,66,49,8,100,92,52,80,7,41,7,54,38,50,54,81,98,29,43,25,48,44,71,74,82,4,37,17,70,18,42,80,5,52,96,18,53,64,29,60,99,30,63
1447,84,m,no,yes,yes,yes,yes,True,True,901,out,54,False,98,77,77,20,37,49,40,88,48,97,81,29,8,89,99,31,85,84,52,86,3,84,54,80,19,51,67,8,84,50,24,21,22,96,13,82,46,53,18,55,24,10,15,76,48,95,63,96,11,9,56,54
1448,83,f,yes,yes,yes,yes,yes,True,False,9319,out,52,False,29,21,29,57,53,26,58,27,81,12,23,35,100,18,21,44,36,46,88,21,65,52,76,47,52,78,72,83,29,67,33,34,63,58,57,59,85,3,36,85,71,52,57,28,12,25,99,20,85,43,2,21
1449,65,m,yes,yes,yes,yes,yes,True,False,740,out,35,False,74,2,30,34,1,18,2,91,71,32,8,59,23,55,7,3,92,3,59,86,40,36,9,34,17,33,36,90,62,80,66,29,99,88,57,78,52,3,51,99,57,88,35,83,7,95,47,56,20,2,88,77
1450,7,m,yes,yes,yes,no,yes,True,False,2421,out,81,False,3,78,9,92,86,97,25,17,71,16,59,88,30,75,62,92,18,28,83,51,29,90,71,60,50,12,14,74,47,53,12,41,54,98,96,25,90,98,65,1,41,77,91,60,33,91,24,22,10,68,29,84
1451,81,f,no,yes,no,no,no,True,False,527,in,14,False,66,27,45,13,95,12,4,28,70,34,82,18,55,17,35,13,92,36,82,15,2,53,36,83,20,13,79,17,79,53,27,7,27,60,47,81,95,46,53,34,25,84,13,79,4,76,97,52,76,49,89,100
1452,76,f,yes,yes,yes,no,yes,False,False,2027,in,41,False,73,60,39,63,89,84,78,18,57,88,23,48,63,39,71,0,33,80,90,4,92,38,97,11,10,26,48,77,60,32,55,56,45,93,56,29,5,45,25,23,85,78,51,88,33,50,51,32,79,98,74,6
1453,92,f,yes,yes,yes,yes,yes,True,True,219,in,2,False,24,69,39,47,7,21,22,33,84,67,63,88,56,91,24,58,63,16,10,42,36,13,34,60,100,7,76,65,36,91,1,4,16,76,96,13,14,38,52,63,49,75,34,20,69,38,50,66,72,12,79,73
1454,61,f,yes,yes,yes,yes,yes,True,False,3922,in,3,False,34,37,58,11,62,42,93,87,88,90,81,2,62,93,18,36,31,26,9,46,48,7,97,13,28,49,0,41,27,92,83,58,69,66,89,29,47,44,72,66,0,13,52,76,49,75,63,96,38,14,64,96
1455,64,f,no,yes,yes,yes,yes,True,False,1775,in,99,False,40,38,16,26,76,51,10,32,5,17,22,75,55,77,11,39,50,40,12,70,48,99,11,40,84,55,29,64,24,30,87,51,42,43,31,42,95,86,60,95,57,66,2,82,17,19,53,45,87,4,33,34
1456,39,f,yes,no,yes,yes,yes,True,False,1004,in,24,False,28,62,87,63,16,48,10,98,71,38,23,36,92,82,28,36,74,49,96,53,74,92,15,26,80,65,95,3,38,54,11,53,23,58,59,61,66,4,18,64,6,46,42,55,63,25,42,84,72,40,4,56
1457,79,m,no,no,no,no,no,True,False,2272,in,18,False,97,76,63,89,25,91,34,20,50,67,35,100,79,96,67,91,29,70,94,7,96,70,5,50,75,28,46,76,13,7,78,66,66,83,57,76,8,69,98,78,5,47,64,4,77,73,3,55,44,6,21,43
1458,89,m,yes,yes,yes,no,yes,False,False,1365,out,93,False,81,13,0,67,31,22,97,37,100,91,44,69,94,81,84,94,67,37,21,65,44,35,33,84,84,9,25,61,87,1,40,1,96,16,45,92,54,42,60,85,10,19,54,7,77,9,24,60,17,10,68,18
1459,74,f,yes,yes,yes,yes,yes,True,True,1765,out,65,False,88,69,35,51,29,45,14,35,63,67,51,0,50,34,96,77,80,86,31,47,78,58,47,61,71,27,97,42,36,11,31,76,2,27,50,52,49,63,15,54,20,39,75,26,29,77,94,52,39,16,62,66
1460,81,f,yes,yes,yes,yes,no,True,False,8010,in,9,False,37,60,9,100,60,76,8,49,36,48,77,3,78,68,8,79,29,86,1,60,59,12,69,17,42,94,19,35,86,89,79,59,50,48,10,46,23,52,65,65,61,51,0,5,72,21,84,18,23,48,35,1
1461,61,f,yes,no,yes,yes,yes,True,False,1269,in,92,False,21,25,55,3,60,15,44,30,44,62,96,46,91,4,64,6,3,3,68,84,83,97,94,54,42,95,40,6,69,5,83,49,13,28,12,26,25,51,64,88,43,80,64,31,12,71,40,67,34,34,62,2
1462,12,m,yes,yes,yes,yes,yes,True,False,2031,out,68,False,63,28,16,96,86,58,27,85,60,76,49,20,73,45,46,83,45,76,43,14,86,86,50,45,38,96,68,29,5,80,4,59,72,94,96,50,84,13,11,22,25,34,72,70,78,98,69,24,21,15,21,59
1463,64,f,no,no,yes,no,no,True,False,1951,out,62,False,27,21,32,67,76,46,85,32,97,7,57,63,92,63,71,29,44,11,48,64,64,12,54,67,84,74,4,83,49,44,78,16,11,8,20,85,77,64,38,71,20,13,51,31,68,1,18,74,28,90,41,92
1464,98,m,yes,yes,yes,yes,yes,False,False,2439,in,12,False,73,62,30,16,16,89,83,89,37,62,70,88,17,100,11,72,4,23,64,43,99,75,20,29,33,81,61,32,83,76,94,83,47,78,38,51,82,100,33,73,89,20,15,6,99,41,94,86,3,75,43,84
1465,95,f,yes,yes,yes,yes,yes,True,True,2185,in,17,False,40,21,98,24,90,41,49,39,32,93,89,40,18,51,40,32,38,72,51,37,5,15,72,63,67,63,52,98,82,67,48,64,60,9,29,85,98,44,19,31,45,49,49,40,87,71,8,84,27,46,37,64
1466,98,m,yes,yes,yes,no,yes,True,False,4223,out,52,False,68,69,62,57,42,66,50,3,97,45,65,1,96,75,23,72,60,46,92,55,100,23,70,2,25,8,76,21,79,28,42,53,63,35,79,5,1,89,3,28,72,45,32,87,52,27,99,33,11,15,85,54
1467,67,m,yes,yes,yes,no,yes,True,False,1286,out,3,False,88,43,40,7,32,15,13,85,96,9,94,17,18,11,9,49,49,14,80,78,14,49,30,90,20,100,65,80,35,5,5,97,60,94,97,3,29,49,43,91,75,7,70,35,84,74,74,18,86,52,64,91
1468,39,f,yes,yes,yes,yes,yes,True,False,1330,out,81,False,81,55,48,39,82,0,43,30,52,73,35,60,52,9,78,55,21,100,71,83,54,4,4,85,38,50,100,55,81,15,72,100,61,79,76,14,20,93,71,77,88,62,24,23,62,78,23,83,70,74,77,26
1469,81,f,no,no,no,no,no,True,False,464,in,12,False,88,18,87,87,81,26,87,78,69,0,57,46,48,2,47,45,0,85,97,24,72,4,59,61,15,46,41,86,37,5,40,69,94,23,96,10,42,58,78,85,9,88,50,16,57,86,56,1,39,47,83,94
1470,69,m,yes,yes,yes,yes,yes,False,False,2128,out,66,False,34,53,92,44,41,41,87,67,45,23,64,2,23,54,49,37,44,66,23,85,40,87,47,68,98,39,36,75,67,75,25,97,46,80,56,55,70,45,58,61,71,86,29,36,0,66,56,99,90,70,75,11
1471,83,m,yes,yes,yes,yes,yes,True,True,2932,out,90,False,93,29,15,41,35,22,69,85,68,61,38,1,28,60,84,72,65,67,72,88,85,39,67,43,50,38,70,19,5,88,19,5,74,71,12,52,54,36,55,82,24,90,94,83,58,13,41,59,90,75,92,62
1472,89,m,yes,yes,yes,yes,yes,True,False,7284,in,32,False,85,46,49,91,23,54,47,73,83,13,63,63,2,95,75,70,78,38,35,33,30,9,16,55,44,85,65,6,11,73,60,91,34,84,82,50,66,95,90,99,81,49,94,61,20,53,15,45,7,37,97,89
1473,97,m,yes,yes,yes,no,yes,True,False,1562,in,68,False,43,19,9,24,71,20,85,20,1,72,64,80,34,12,37,91,1,77,76,13,28,79,4,63,62,24,86,53,54,99,59,76,15,56,10,17,95,37,71,65,79,6,100,49,30,53,25,27,85,4,38,40
1474,27,f,yes,yes,yes,yes,yes,True,False,2933,out,54,False,46,91,9,58,50,32,16,84,6,0,92,2,0,3,95,20,6,34,62,71,77,80,60,97,11,65,59,68,6,51,79,25,96,92,26,42,91,75,29,18,0,44,51,20,61,56,38,49,39,44,15,64
1475,84,f,no,yes,yes,no,yes,True,False,184,out,80,False,67,88,27,19,4,4,81,81,11,9,53,56,47,33,87,46,58,64,16,70,29,22,25,23,4,17,30,99,8,61,36,0,34,87,83,62,8,32,28,28,42,25,36,55,74,58,42,3,18,79,0,70
1476,66,f,no,yes,yes,yes,yes,False,False,1806,out,87,False,86,27,89,41,80,13,61,56,52,6,26,92,72,45,52,87,20,82,97,42,72,44,82,8,6,9,5,13,5,79,41,60,14,11,99,37,84,35,37,30,64,52,83,69,53,92,39,85,80,96,82,1
1477,90,m,yes,yes,yes,yes,yes,True,True,230,out,77,False,24,13,14,68,93,99,56,1,48,56,2,78,85,83,58,18,71,30,14,98,58,37,96,13,37,22,66,93,24,8,1,76,32,43,75,78,79,92,48,84,21,55,87,60,19,43,6,76,26,30,41,63
1478,92,m,yes,yes,yes,yes,no,True,False,4429,out,59,False,23,67,31,16,50,8,4,2,9,66,87,77,24,43,100,51,36,22,10,81,63,25,99,23,2,81,48,71,17,70,92,100,7,5,75,48,72,22,82,68,71,71,84,13,21,32,90,24,40,64,90,90
1479,80,m,yes,yes,yes,yes,no,True,False,2992,out,20,False,78,74,1,2,48,58,97,3,27,62,22,79,76,97,59,86,32,56,90,6,9,49,80,75,89,15,59,100,2,92,51,55,33,85,25,13,29,82,16,35,13,52,54,45,51,90,23,39,95,19,77,43
1480,7,f,yes,yes,yes,yes,yes,True,False,1744,in,7,False,82,51,66,87,7,76,7,49,93,0,23,90,44,30,53,95,63,29,0,91,5,64,5,35,97,10,31,8,49,89,78,20,39,27,84,12,27,77,31,73,23,74,4,30,81,78,38,67,8,83,80,62
1481,82,f,yes,yes,no,no,yes,True,False,2027,out,91,False,27,0,87,34,73,37,14,20,6,71,55,98,12,100,56,68,90,74,6,35,34,46,48,30,98,46,74,38,78,43,18,4,34,71,95,63,32,56,57,88,7,81,83,75,11,21,37,14,35,7,63,18
1482,78,m,yes,yes,yes,yes,yes,False,False,2804,out,58,False,4,75,79,46,12,1,72,34,73,87,0,0,23,40,62,82,62,91,75,92,23,41,41,70,37,6,78,61,46,31,42,39,12,55,4,77,33,39,88,70,92,63,21,69,53,16,8,77,19,12,2,88
1483,65,m,yes,yes,yes,yes,yes,True,True,2018,in,49,False,81,53,2,15,8,73,29,38,80,22,13,64,74,98,25,88,85,17,44,24,65,45,31,6,17,99,78,95,95,45,3,35,45,14,51,27,62,77,83,48,4,41,51,69,97,23,96,72,18,19,28,48
1484,94,m,yes,yes,yes,yes,no,True,False,8390,out,93,False,39,27,69,52,99,74,76,42,22,16,22,61,1,28,80,36,59,5,46,14,42,61,87,39,48,79,83,19,73,41,87,69,77,84,37,84,32,24,81,14,41,78,86,23,30,18,41,7,50,83,11,95
1485,76,f,yes,yes,yes,yes,yes,True,False,7,in,51,False,67,20,85,69,90,99,24,49,59,69,88,54,30,8,77,85,51,93,37,57,82,88,24,62,34,71,90,61,35,25,54,83,6,1,66,89,53,38,57,74,47,47,13,49,17,65,25,20,39,57,38,1
1486,5,m,yes,yes,yes,yes,yes,True,False,902,in,28,False,73,65,35,1,28,31,85,92,50,86,95,49,48,69,72,57,70,55,35,4,76,81,78,8,11,24,74,30,99,29,100,20,95,86,67,26,39,86,78,67,91,11,32,19,3,78,47,83,45,79,69,41
1487,60,f,no,no,no,no,no,True,False,1418,out,99,False,4,46,48,16,55,12,5,94,92,72,80,46,44,100,56,2,53,87,0,13,90,66,3,17,0,33,30,1,19,77,89,45,93,47,96,14,89,66,51,38,93,41,39,11,57,4,8,10,38,35,39,11
1488,78,m,yes,yes,yes,yes,no,False,False,1543,out,77,False,100,87,98,63,17,48,96,99,76,8,75,8,91,11,23,89,66,95,88,95,61,59,97,27,34,8,98,93,33,26,4,26,95,46,27,42,63,8,29,58,83,80,92,26,8,60,54,99,20,63,57,19
1489,76,m,no,yes,yes,yes,yes,True,True,2652,out,60,False,65,15,99,89,87,25,27,49,60,33,12,82,80,47,66,21,26,0,19,63,44,41,12,16,59,57,58,34,31,72,51,49,61,24,71,9,63,62,58,84,56,66,6,52,33,70,33,86,36,75,33,1
1490,73,m,no,yes,yes,yes,yes,True,False,3416,in,29,False,24,3,2,11,42,77,38,28,14,44,48,73,18,95,26,63,94,75,84,11,94,56,19,8,57,27,34,95,42,42,85,87,100,49,45,72,72,41,17,3,1,90,58,35,30,97,64,79,87,17,96,90
1491,74,f,yes,yes,yes,yes,yes,True,False,67,out,31,False,68,74,2,29,49,58,72,9,39,81,49,85,98,28,73,44,37,78,88,25,23,32,6,13,94,23,42,35,86,38,90,63,86,57,62,9,49,85,98,71,43,92,49,33,86,91,18,96,84,7,13,82
1492,27,m,yes,yes,yes,yes,yes,True,False,2337,in,33,False,18,66,12,35,2,84,13,55,92,67,59,31,15,73,30,84,30,92,56,37,59,26,18,22,59,30,93,2,53,56,58,75,65,90,95,73,51,62,58,1,16,92,80,10,56,95,77,69,59,42,19,41
1493,62,f,no,no,no,no,no,True,False,1239,out,81,False,85,3,81,9,20,18,84,4,85,52,79,63,20,54,41,38,64,95,15,15,35,86,75,18,26,18,96,44,55,56,43,36,91,4,26,49,93,48,25,13,36,79,97,9,72,4,84,98,96,25,55,2
1494,67,m,yes,yes,no,yes,yes,False,False,1794,out,96,False,74,32,85,82,78,1,37,45,72,77,8,23,10,97,92,88,36,66,97,65,12,27,50,72,16,65,45,2,84,0,77,94,90,18,18,4,27,39,78,36,33,79,73,83,16,69,57,45,3,47,89,13
1495,93,m,yes,yes,yes,yes,yes,True,True,1876,in,42,False,36,23,97,19,83,96,13,70,48,62,78,89,2,87,90,62,32,21,38,97,34,82,39,54,22,93,1,25,5,72,18,17,4,29,23,32,87,47,64,69,8,9,93,51,57,94,32,43,1,12,71,74
1496,90,m,yes,no,yes,yes,yes,True,False,5993,in,37,False,58,35,62,67,66,3,23,27,27,97,46,64,97,72,57,31,22,58,29,57,64,89,38,69,91,71,26,97,86,65,13,5,95,25,73,80,27,46,71,16,1,65,47,35,5,9,46,2,74,73,97,58
1497,69,f,yes,yes,yes,yes,yes,True,False,2517,in,90,False,87,58,36,39,95,50,74,95,8,33,52,59,9,94,91,51,74,92,75,21,52,39,69,72,75,94,50,82,75,23,72,24,0,35,18,35,16,97,77,7,99,85,83,48,59,8,15,59,45,52,27,94
1498,23,m,yes,yes,yes,yes,no,True,False,2920,in,46,False,44,36,45,5,58,53,45,7,57,92,46,9,34,69,4,25,96,23,65,75,36,33,68,11,73,20,72,12,98,22,19,65,32,68,57,78,50,94,57,64,99,51,61,53,23,80,49,38,14,85,74,69
1499,96,m,no,yes,yes,no,yes,True,False,244,in,7,False,5,45,26,25,73,24,35,22,7,5,7,57,38,9,11,41,76,50,99,3,77,85,91,99,61,12,1,61,27,6,32,93,62,72,61,77,54,84,35,43,7,46,39,13,24,46,65,100,83,42,8,25
1500,94,f,yes,yes,yes,yes,no,False,False,958,in,15,False,78,23,39,97,14,71,22,78,80,69,46,23,42,94,81,98,8,85,79,14,69,17,64,40,92,11,18,57,39,12,61,30,58,59,48,71,76,82,94,39,57,73,8,88,92,50,57,83,72,54,71,86
1501,81,f,yes,no,yes,yes,yes,True,True,2943,in,42,False,53,77,89,72,13,69,43,78,5,80,13,40,39,68,25,31,60,77,56,45,44,72,68,27,87,32,73,42,61,71,95,93,10,29,40,100,91,4,29,54,61,78,75,60,14,8,50,94,45,50,17,97
1502,89,f,no,yes,yes,yes,yes,True,False,3090,out,61,False,32,94,28,67,9,98,99,35,65,12,12,81,92,14,44,71,45,31,41,87,0,39,56,34,40,44,32,42,83,82,70,40,29,96,24,92,83,9,37,34,41,100,66,51,31,41,29,29,14,76,78,43
1503,75,m,yes,yes,yes,yes,yes,True,False,1230,out,24,False,48,34,5,19,37,37,18,64,96,43,4,87,87,28,17,7,83,65,61,34,41,2,86,87,97,72,96,66,66,14,54,86,18,0,59,31,12,32,15,41,84,88,21,42,23,91,38,85,94,78,38,74
1504,27,m,yes,yes,yes,yes,yes,True,False,519,in,24,False,47,72,49,45,1,22,3,70,53,33,3,9,45,16,86,2,85,53,42,87,97,59,34,48,87,89,90,49,14,2,58,11,39,69,35,61,74,25,92,59,87,56,42,94,95,58,10,18,32,96,76,47
1505,94,m,no,no,no,no,no,True,False,1121,in,22,False,27,70,41,58,98,49,17,75,44,20,75,77,46,99,51,61,20,75,64,42,6,17,38,72,8,20,37,93,13,81,95,18,79,57,58,86,94,40,83,54,72,18,89,86,52,85,27,71,56,62,73,49
1506,89,m,yes,yes,no,yes,yes,False,False,1970,in,0,False,64,57,86,79,74,71,80,49,83,98,64,47,19,37,14,44,87,21,78,59,87,60,87,12,0,99,45,23,65,90,36,17,59,18,99,67,74,74,47,31,59,60,75,90,59,95,25,86,12,70,16,55
1507,86,f,yes,yes,yes,no,yes,True,True,1698,out,63,False,95,86,70,18,72,90,61,80,15,9,46,16,83,47,99,85,32,23,89,32,86,45,35,44,42,32,63,76,36,60,54,37,10,59,62,54,66,2,71,75,87,63,17,96,21,4,41,56,0,90,53,4
1508,68,f,yes,no,yes,yes,yes,True,False,8341,out,77,False,75,34,6,77,1,15,81,74,85,42,66,25,7,85,35,96,49,74,91,72,44,13,42,61,99,63,96,89,99,4,54,74,22,51,2,35,83,54,20,1,20,22,68,23,27,45,51,16,77,78,64,16
1509,77,m,yes,yes,yes,no,yes,True,False,964,in,68,False,91,7,86,12,22,36,58,13,65,80,97,79,75,78,44,37,26,60,9,43,23,76,80,13,37,91,49,41,26,98,65,63,68,92,67,46,18,49,51,16,89,12,82,7,85,1,80,69,45,79,24,23
1510,27,f,yes,yes,yes,yes,no,True,False,648,out,57,False,47,39,46,86,100,3,18,56,2,3,36,54,93,30,76,43,21,38,27,4,35,38,5,78,72,12,5,98,28,100,74,20,5,71,17,67,78,96,91,7,4,19,44,42,8,85,74,49,75,85,19,20
1511,75,f,yes,yes,no,no,yes,True,False,2726,out,87,False,97,44,39,68,16,87,28,96,84,97,14,24,32,82,89,97,47,89,23,88,89,46,1,59,27,82,63,80,15,52,2,8,80,21,8,85,29,82,79,70,87,63,42,72,61,8,94,11,18,39,50,57
1512,98,m,no,yes,yes,yes,yes,False,False,2092,out,55,False,73,46,55,78,88,10,18,42,71,51,14,52,9,95,28,53,36,48,30,95,64,58,28,95,40,100,59,65,52,45,92,78,44,1,79,46,59,63,26,69,66,35,81,4,21,28,87,54,39,39,25,80
1513,94,m,no,yes,yes,yes,yes,True,True,1134,out,95,False,72,66,80,25,66,38,62,38,83,91,33,84,28,4,35,24,75,13,11,20,63,6,70,18,33,51,63,78,37,34,41,21,58,96,98,85,39,17,85,26,2,65,43,83,41,67,19,7,87,99,64,14
1514,91,m,yes,yes,yes,yes,yes,True,False,6036,in,5,False,28,1,99,24,0,96,26,38,72,55,64,96,80,72,22,36,92,13,69,62,87,22,84,77,70,50,18,42,70,74,67,72,80,33,59,42,76,44,45,24,0,47,68,72,12,53,36,42,7,94,26,47
1515,81,m,yes,yes,yes,yes,yes,True,False,2949,in,91,False,32,91,38,5,25,96,35,54,82,4,67,56,3,24,58,50,56,0,78,32,95,86,19,77,13,79,7,43,67,78,77,93,35,18,16,27,93,12,33,20,82,98,93,37,93,21,88,29,62,5,58,48
1516,55,m,yes,yes,yes,yes,no,True,False,2983,in,28,False,16,28,93,17,76,57,16,73,45,65,76,73,8,73,62,45,35,91,91,50,59,74,69,8,39,80,6,49,30,66,5,26,71,36,66,67,92,53,49,71,39,79,25,7,22,43,53,6,58,74,74,14
1517,60,f,no,no,yes,yes,yes,True,False,461,out,77,False,26,82,88,99,62,40,62,76,35,9,32,27,23,50,20,69,19,1,73,40,15,72,89,11,83,58,41,84,10,43,91,64,83,8,78,86,66,56,10,90,29,22,43,10,78,23,100,48,17,23,47,74
1518,64,f,yes,yes,yes,yes,yes,False,False,2923,out,76,False,38,44,92,45,24,52,46,65,31,78,70,17,70,75,46,16,91,44,27,24,84,78,10,13,58,88,8,2,8,3,40,67,29,46,19,77,82,17,69,66,70,32,41,80,43,24,31,61,5,10,88,26
1519,63,f,yes,yes,no,yes,yes,True,True,1266,out,85,False,51,18,62,29,89,39,0,94,96,29,19,3,61,58,57,37,96,63,16,0,2,38,3,28,1,42,36,48,19,79,25,59,76,57,52,29,17,44,66,32,51,35,92,71,30,52,46,10,72,1,71,10
1520,98,f,yes,yes,no,yes,yes,True,False,8959,out,54,False,47,63,13,34,50,85,72,8,16,16,58,37,16,92,70,54,38,22,42,23,65,46,51,36,14,22,98,64,25,57,36,57,62,37,86,45,42,67,1,13,100,4,94,65,95,54,54,96,0,45,11,3
1521,87,f,yes,no,yes,yes,yes,True,False,2610,out,32,False,5,60,51,1,85,63,25,23,62,13,50,3,23,91,80,20,75,62,54,6,0,14,85,9,56,48,4,32,86,58,19,31,100,8,90,37,78,54,36,27,48,52,46,41,11,39,87,25,90,88,80,30
